client_id,limit_bal,sex,education,marriage,age,bill_amt1,pay_amt1,default_payment
ID-010480,100000,1,3,1,38,9075.27,15838.71,0
ID-010481,200000,1,1,2,71,79752.74,8046.14,0
ID-010482,150000,2,2,2,68,14676.19,8499.07,0
ID-010483,200000,1,1,1,22,47531.35,7657.66,0
ID-010484,150000,1,1,2,52,32909.97,14381.51,0
ID-010485,200000,1,2,3,28,10110.91,10950.36,0
ID-010486,50000,1,2,2,42,2227.51,18875.56,0
ID-010487,100000,1,2,2,26,49818.58,5017.81,0
ID-010488,10000,1,2,2,32,64540.61,2011.25,0
ID-010489,150000,1,2,1,67,67361.25,7865.23,0
ID-010490,500000,1,1,1,60,38617.08,12334.25,0
ID-010491,150000,1,2,1,56,62196.44,17215.98,0
ID-010492,10000,1,1,2,35,53827.77,6923.94,0
ID-010493,200000,2,1,1,48,57940.36,13075.74,0
ID-010494,150000,2,2,2,72,39407.92,7003.97,0
ID-010495,300000,1,2,2,69,50672.94,12344.39,0
ID-010496,50000,2,2,2,65,64442.07,17696.16,0
ID-010497,100000,2,2,2,38,31830.73,4627.15,0
ID-010498,10000,1,2,3,22,64478.31,8084.83,1
ID-010499,100000,1,3,1,33,47361.35,19865.3,0
ID-010500,300000,1,2,2,65,13272.08,17371.14,0
ID-010501,150000,2,2,2,74,1974.73,11292.8,0
ID-010502,150000,2,1,2,35,29020.29,10332.55,0
ID-010503,500000,1,1,3,40,43735.71,5692.01,1
ID-010504,300000,1,2,1,49,67185.63,10344.19,0
ID-010505,10000,1,2,1,62,10198.85,16963.63,0
ID-010506,500000,2,2,2,49,64016.51,13703.49,0
ID-010507,50000,2,2,1,23,69040.72,5800.88,0
ID-010508,500000,2,2,2,39,12055.0,4029.28,1
ID-010509,20000,2,2,2,23,68127.55,5304.17,0
ID-010510,10000,1,3,1,74,79316.29,3395.18,0
ID-010511,20000,1,2,2,34,58147.11,1912.81,1
ID-010512,300000,1,4,1,60,62781.57,8382.72,1
ID-010513,200000,1,1,2,24,79553.22,2265.99,0
ID-010514,20000,2,1,2,72,48438.5,3438.25,0
ID-010515,50000,2,1,2,31,24630.91,10946.49,0
ID-010516,500000,1,2,1,51,67002.47,3291.99,0
ID-010517,200000,1,3,2,63,49158.86,1277.6,0
ID-010518,500000,2,1,2,52,46495.63,6347.78,1
ID-010519,20000,1,3,2,47,20290.84,4406.38,0
ID-010520,500000,2,1,2,50,60506.74,10306.1,0
ID-010521,300000,1,3,1,63,6533.38,2047.34,1
ID-010522,200000,1,2,1,22,73942.97,15035.42,0
ID-010523,300000,1,1,1,69,26065.88,18124.67,0
ID-010524,20000,1,2,2,29,10221.97,14868.7,0
ID-010525,300000,1,1,1,48,35389.32,10656.54,0
ID-010526,50000,1,1,1,51,3397.59,17213.36,0
ID-010527,20000,1,1,3,54,54770.1,13898.37,0
ID-010528,20000,2,3,1,35,72216.44,211.02,1
ID-010529,20000,2,2,3,68,66981.04,7881.8,0
ID-010530,10000,2,1,2,45,10189.56,17019.04,0
ID-010531,500000,2,2,2,56,10101.69,6917.18,0
ID-010532,10000,2,2,1,28,65074.76,704.3,0
ID-010533,10000,1,1,1,29,73940.34,14923.59,0
ID-010534,50000,1,2,2,57,36853.59,16040.77,1
ID-010535,200000,2,1,2,68,39917.69,3211.87,0
ID-010536,500000,1,1,2,65,25460.96,10746.81,1
ID-010537,300000,2,2,1,59,71541.21,3839.11,1
ID-010538,150000,2,1,2,52,51592.23,14384.69,0
ID-010539,20000,1,2,2,72,23060.13,5431.01,0
ID-010540,300000,1,2,2,37,23902.63,6324.3,0
ID-010541,20000,1,1,2,55,71296.01,16899.42,0
ID-010542,50000,2,2,2,57,1090.72,9526.45,0
ID-010543,20000,1,1,2,39,25818.13,13395.09,0
ID-010544,10000,2,4,1,64,44348.53,8047.46,0
ID-010545,500000,2,2,2,49,11857.4,5960.14,0
ID-010546,150000,2,3,1,27,7367.9,12509.56,0
ID-010547,100000,1,2,1,48,65222.11,3097.15,0
ID-010548,20000,1,1,1,29,71552.35,7460.0,0
ID-010549,300000,2,2,1,48,65888.51,4180.74,0
ID-010550,10000,1,4,1,26,71903.03,13915.9,0
ID-010551,100000,1,2,1,49,44248.96,18884.18,0
ID-010552,150000,1,3,2,37,64980.65,19910.22,1
ID-010553,100000,2,3,2,36,30723.41,9005.54,0
ID-010554,10000,2,1,1,43,53301.43,5050.61,0
ID-010555,500000,1,1,3,51,79106.84,8856.59,1
ID-010556,500000,2,2,2,23,18058.22,16945.39,0
ID-010557,200000,1,2,1,41,31191.98,4120.11,1
ID-010558,500000,1,3,1,46,38403.79,19041.91,0
ID-010559,200000,1,3,2,56,11041.24,6837.32,0
ID-010560,100000,1,2,2,62,6483.09,19716.07,0
ID-010561,50000,2,1,2,57,66377.83,16772.18,0
ID-010562,300000,2,2,1,73,78143.55,16171.41,0
ID-010563,300000,2,1,1,42,32378.01,6358.09,0
ID-010564,100000,1,3,1,62,7011.99,175.54,1
ID-010565,20000,1,2,1,32,5264.94,7642.66,0
ID-010566,20000,1,2,1,62,71305.46,6036.19,1
ID-010567,500000,2,1,1,33,37105.14,747.94,0
ID-010568,300000,1,2,2,31,25602.19,10107.31,0
ID-010569,300000,2,2,2,74,38116.9,8060.63,0
ID-010570,200000,2,2,1,36,25464.33,12691.13,0
ID-010571,50000,2,1,2,28,39122.86,12423.73,0
ID-010572,10000,2,2,1,60,68764.51,2414.93,0
ID-010573,20000,2,3,2,60,47384.11,19539.31,1
ID-010574,300000,2,1,1,65,55572.3,3738.63,0
ID-010575,200000,1,1,2,22,29173.65,8905.48,0
ID-010576,150000,1,1,3,50,59080.47,9762.35,1
ID-010577,200000,2,2,2,50,53329.37,16261.26,0
ID-010578,20000,2,2,1,32,9564.96,1984.59,1
ID-010579,20000,1,2,2,30,45811.43,8572.89,1
ID-010580,200000,2,1,1,64,20539.48,12570.04,1
ID-010581,10000,2,2,2,31,64327.65,4303.11,1
ID-010582,100000,1,2,2,35,34075.02,12549.36,0
ID-010583,20000,2,2,1,36,79574.73,18473.3,0
ID-010584,200000,2,4,2,37,7400.04,19950.36,1
ID-010585,300000,2,1,2,46,62427.83,649.02,0
ID-010586,200000,1,2,1,22,53896.14,4711.76,1
ID-010587,50000,1,2,2,70,61399.91,6206.14,0
ID-010588,100000,1,2,1,32,24602.38,7982.52,1
ID-010589,150000,2,2,2,71,39364.36,4845.14,0
ID-010590,10000,2,2,2,46,63720.68,4069.76,0
ID-010591,500000,1,4,2,43,18603.31,19091.08,1
ID-010592,150000,2,1,2,38,18082.66,18370.43,0
ID-010593,100000,2,1,2,52,44084.08,939.85,0
ID-010594,100000,2,2,1,69,41885.09,6776.26,0
ID-010595,100000,2,2,2,58,22581.0,8102.97,0
ID-010596,150000,2,1,1,67,23846.05,4780.29,0
ID-010597,300000,1,1,2,23,22227.61,12577.46,0
ID-010598,100000,2,1,1,58,61720.96,12807.61,0
ID-010599,200000,1,3,1,23,52152.07,17010.08,0
ID-010600,150000,2,1,2,50,66593.37,14817.39,0
ID-010601,500000,1,1,1,21,78037.84,10851.47,0
ID-010602,100000,2,1,2,50,37933.14,13071.74,0
ID-010603,200000,1,2,1,65,5335.51,5479.78,0
ID-010604,300000,2,1,1,52,3847.38,11861.12,0
ID-010605,50000,1,2,2,48,23653.2,9784.55,1
ID-010606,300000,2,1,1,41,74603.57,2666.89,0
ID-010607,500000,1,3,1,66,41857.04,4850.89,0
ID-010608,100000,2,1,2,33,21742.92,5833.87,0
ID-010609,500000,1,2,1,47,31933.34,18486.19,1
ID-010610,150000,1,3,2,56,47887.61,4607.73,0
ID-010611,20000,2,2,1,27,52235.97,5784.88,0
ID-010612,100000,2,2,1,42,12313.56,7387.08,0
ID-010613,20000,1,1,2,30,78162.53,13274.85,0
ID-010614,200000,2,1,1,59,43581.78,2364.77,0
ID-010615,50000,1,2,1,73,10855.07,19078.9,1
ID-010616,10000,1,4,1,35,71490.82,17311.42,1
ID-010617,500000,1,2,1,35,5971.07,11544.32,0
ID-010618,300000,2,2,2,24,72618.83,13480.76,1
ID-010619,50000,1,2,1,52,79725.25,333.21,0
ID-010620,100000,1,2,2,43,56034.54,6778.9,0
ID-010621,20000,2,1,2,26,61635.78,15913.2,0
ID-010622,300000,2,2,1,44,26984.23,1549.66,1
ID-010623,20000,2,4,2,40,75326.15,5646.28,0
ID-010624,150000,2,1,1,57,42377.12,11705.94,0
ID-010625,20000,1,2,3,40,58591.08,5128.26,0
ID-010626,150000,1,1,1,32,73928.62,18679.56,0
ID-010627,200000,1,2,2,53,78014.4,2621.17,0
ID-010628,300000,1,1,2,48,66656.35,15947.89,0
ID-010629,300000,2,2,1,28,24241.4,10158.97,0
ID-010630,10000,1,2,2,21,77323.8,15006.62,0
ID-010631,100000,1,1,2,57,50249.56,6214.31,0
ID-010632,150000,2,2,1,42,74451.4,10289.79,0
ID-010633,10000,1,2,1,26,54088.4,17136.71,0
ID-010634,20000,1,3,2,41,24579.12,9337.56,0
ID-010635,20000,1,1,2,52,29601.96,7194.4,0
ID-010636,10000,1,2,3,55,44037.74,10723.11,1
ID-010637,300000,1,1,2,35,63201.19,14347.26,0
ID-010638,20000,1,4,3,25,25438.6,8871.27,1
ID-010639,500000,2,3,2,66,46378.49,18777.54,1
ID-010640,200000,2,2,1,70,27650.0,5898.92,0
ID-010641,200000,1,3,1,68,65261.55,9509.27,0
ID-010642,500000,1,2,2,26,37338.25,15138.55,0
ID-010643,10000,2,2,2,45,6137.83,13782.42,0
ID-010644,500000,1,1,1,66,13284.2,17272.82,1
ID-010645,150000,1,2,1,60,4888.37,19936.18,0
ID-010646,150000,1,1,3,49,39944.24,8537.17,1
ID-010647,10000,2,3,2,27,8506.98,2223.02,0
ID-010648,500000,1,2,1,60,9131.2,608.32,0
ID-010649,150000,2,2,2,33,75283.86,14537.54,0
ID-010650,300000,1,1,1,58,69812.41,17480.27,0
ID-010651,500000,2,1,1,38,36166.93,4414.25,0
ID-010652,300000,2,1,1,22,78864.43,3168.96,0
ID-010653,150000,1,2,1,28,14.92,1244.1,1
ID-010654,200000,2,1,2,31,49118.36,16454.06,0
ID-010655,150000,1,3,1,53,49314.25,6227.64,0
ID-010656,300000,2,2,2,74,36595.44,8033.94,1
ID-010657,50000,1,1,2,58,31755.84,10055.0,0
ID-010658,100000,1,2,1,68,36430.65,16789.06,0
ID-010659,20000,2,2,2,47,33196.83,13016.66,0
ID-010660,500000,1,2,2,40,58439.4,12301.29,0
ID-010661,50000,1,2,2,32,10828.43,3513.44,0
ID-010662,150000,2,3,1,63,15811.14,10263.8,0
ID-010663,200000,1,2,2,51,14441.46,14307.62,0
ID-010664,10000,1,4,2,47,20997.65,19465.22,0
ID-010665,150000,2,3,1,52,42020.67,4028.13,0
ID-010666,200000,2,1,1,30,8896.7,190.87,0
ID-010667,100000,1,3,2,23,69453.54,1506.03,0
ID-010668,150000,1,1,2,65,23788.92,7517.05,0
ID-010669,300000,2,3,1,47,13003.04,16410.89,0
ID-010670,10000,2,2,2,55,54049.7,142.84,0
ID-010671,200000,1,3,1,51,3046.9,9134.61,0
ID-010672,200000,2,3,2,35,49597.49,6584.61,0
ID-010673,200000,1,3,1,36,55855.87,1049.63,1
ID-010674,100000,1,2,2,33,17193.32,9004.73,0
ID-010675,150000,1,1,1,69,3357.13,5094.97,0
ID-010676,100000,1,1,1,55,29091.63,7037.7,0
ID-010677,500000,1,2,1,72,7887.54,14112.31,1
ID-010678,20000,2,1,1,31,9318.23,10431.02,0
ID-010679,20000,2,2,2,41,20340.9,2492.95,1
ID-010680,500000,2,1,1,71,23637.43,19228.29,0
ID-010681,150000,2,4,2,74,42397.63,12718.22,0
ID-010682,300000,1,2,1,31,54271.35,15317.37,0
ID-010683,100000,1,3,1,50,47421.68,1584.26,0
ID-010684,10000,1,1,1,68,11868.83,941.17,0
ID-010685,200000,1,3,1,73,13766.88,388.96,0
ID-010686,200000,2,3,1,55,70301.54,3775.88,0
ID-010687,150000,1,2,1,42,44668.19,8288.17,0
ID-010688,300000,1,2,2,58,69595.03,18716.52,0
ID-010689,20000,2,2,1,51,29723.72,9141.19,0
ID-010690,20000,2,1,2,34,49152.0,5805.1,1
ID-010691,200000,2,2,2,44,41893.07,11238.71,0
ID-010692,150000,2,2,1,70,25529.88,2238.69,1
ID-010693,100000,1,1,2,69,37593.23,12190.12,0
ID-010694,20000,1,2,3,52,40199.27,11368.64,1
ID-010695,100000,2,1,2,56,16061.68,15839.86,0
ID-010696,300000,1,1,2,52,25200.83,19733.75,0
ID-010697,20000,1,1,1,35,63312.78,5017.47,1
ID-010698,20000,1,4,2,63,73263.06,10193.13,0
ID-010699,50000,2,2,2,55,28783.53,18177.31,0
ID-010700,20000,1,4,2,23,24557.78,15703.8,0
ID-010701,500000,2,2,3,36,15615.77,9748.13,0
ID-010702,10000,1,1,1,25,54279.29,18907.43,0
ID-010703,500000,1,2,1,41,25847.98,1144.73,0
ID-010704,150000,1,2,2,30,79019.96,18619.97,0
ID-010705,150000,2,1,2,39,26054.78,1010.15,0
ID-010706,100000,1,2,1,45,31530.88,10946.09,0
ID-010707,500000,2,1,1,24,48266.74,17808.82,0
ID-010708,500000,2,2,1,49,64134.74,5254.42,0
ID-010709,500000,2,2,1,39,37561.49,9444.97,1
ID-010710,300000,1,1,2,63,33812.48,6486.58,0
ID-010711,20000,1,1,2,22,79651.03,19042.88,0
ID-010712,10000,1,2,1,30,839.49,16472.91,0
ID-010713,100000,1,2,1,63,71605.22,14180.03,1
ID-010714,500000,2,1,1,45,11931.27,11752.54,0
ID-010715,500000,2,4,1,40,62874.02,16411.84,0
ID-010716,50000,2,1,2,68,49434.52,7845.34,0
ID-010717,100000,1,2,3,39,27347.78,8951.04,0
ID-010718,500000,2,4,2,43,69910.0,14600.03,0
ID-010719,100000,1,1,1,44,1032.58,7155.1,0
ID-010720,20000,2,1,2,31,18135.25,1278.02,1
ID-010721,50000,1,1,2,66,45351.42,1486.69,0
ID-010722,100000,1,1,2,54,28123.38,2307.26,0
ID-010723,10000,2,1,2,48,48830.2,17393.63,1
ID-010724,10000,2,2,1,25,1928.82,9444.53,0
ID-010725,150000,2,1,1,25,9316.71,14257.65,1
ID-010726,50000,2,2,1,71,10167.7,7858.19,0
ID-010727,50000,1,4,1,41,15142.69,5174.22,0
ID-010728,150000,2,3,1,32,36746.52,6943.84,0
ID-010729,100000,2,2,2,70,60170.3,15883.65,0
ID-010730,50000,2,1,2,24,72443.11,12504.32,0
ID-010731,10000,1,2,2,74,66829.8,18752.8,1
ID-010732,10000,1,2,1,69,15751.03,13594.1,0
ID-010733,500000,2,2,3,62,35292.04,11403.63,0
ID-010734,20000,1,1,2,40,15952.93,12203.92,0
ID-010735,50000,2,3,2,58,21157.75,18847.43,0
ID-010736,100000,1,2,3,45,40283.76,15764.02,0
ID-010737,150000,1,1,2,34,5448.72,480.82,0
ID-010738,150000,1,2,3,31,17453.95,10682.79,0
ID-010739,100000,1,2,1,52,74830.25,13766.77,0
ID-010740,300000,2,3,1,31,37289.3,14973.97,0
ID-010741,200000,2,2,1,38,35630.92,4262.84,1
ID-010742,20000,2,2,1,47,1165.37,17343.55,1
ID-010743,150000,1,1,1,74,19791.98,19116.86,0
ID-010744,50000,2,2,2,38,69303.39,4734.31,0
ID-010745,20000,2,2,2,43,13170.27,17652.31,0
ID-010746,50000,2,1,2,31,33210.0,1939.58,0
ID-010747,300000,1,1,1,41,1146.47,1114.14,0
ID-010748,10000,1,2,2,64,38266.84,2584.48,0
ID-010749,20000,1,1,2,25,1681.69,1154.82,1
ID-010750,500000,2,2,1,43,65568.76,16900.24,0
ID-010751,150000,2,1,2,61,65988.3,1181.0,0
ID-010752,20000,2,1,1,45,63019.38,5433.28,0
ID-010753,20000,1,1,1,61,22669.13,2075.13,0
ID-010754,20000,1,4,2,74,66978.98,5908.44,0
ID-010755,200000,2,3,1,30,43439.85,1811.19,0
ID-010756,20000,1,4,2,42,29904.65,13360.07,0
ID-010757,50000,1,2,2,39,50026.4,2666.54,0
ID-010758,10000,1,1,2,21,987.28,17036.92,0
ID-010759,300000,1,2,1,27,11436.87,16343.82,1
ID-010760,100000,2,2,1,24,59383.48,273.23,0
ID-010761,20000,1,3,1,21,19532.93,17914.53,0
ID-010762,150000,1,1,2,35,47840.73,578.89,1
ID-010763,20000,1,2,1,60,30808.21,4792.92,0
ID-010764,150000,1,1,1,32,68384.46,647.78,0
ID-010765,50000,2,1,3,42,76193.22,6716.87,0
ID-010766,150000,2,2,2,42,70685.18,10277.33,0
ID-010767,500000,1,2,1,70,21649.6,15932.9,0
ID-010768,100000,1,2,2,67,15533.03,6759.63,0
ID-010769,10000,1,2,2,37,37954.79,14109.8,1
ID-010770,150000,1,2,1,49,586.73,3750.09,1
ID-010771,150000,1,2,1,66,2064.75,15011.97,0
ID-010772,10000,1,3,2,34,44263.25,4719.93,0
ID-010773,100000,2,4,2,70,41635.95,2870.9,0
ID-010774,20000,1,2,2,40,79566.56,3708.18,0
ID-010775,150000,2,1,1,70,16147.35,3641.26,0
ID-010776,10000,2,2,1,68,20648.31,10257.26,0
ID-010777,500000,1,2,1,53,9083.25,16895.95,0
ID-010778,500000,2,1,1,63,73403.44,1592.1,0
ID-010779,50000,2,3,1,35,62224.9,14139.13,0
ID-010780,10000,2,1,1,32,65787.13,13086.93,0
ID-010781,50000,2,3,2,60,72221.1,17450.4,0
ID-010782,500000,2,2,3,74,41992.0,4882.95,0
ID-010783,100000,2,2,2,40,36095.46,9002.2,0
ID-010784,20000,1,2,2,50,26431.32,18516.55,1
ID-010785,10000,2,3,1,58,47137.17,13199.87,0
ID-010786,300000,2,2,3,23,36342.27,7775.37,0
ID-010787,500000,2,2,1,48,36125.25,2628.25,0
ID-010788,500000,1,1,3,46,74954.23,5249.7,0
ID-010789,300000,2,2,3,50,78722.52,11624.31,0
ID-010790,200000,1,1,2,33,63718.75,14363.36,0
ID-010791,500000,2,2,3,33,60540.65,2488.44,0
ID-010792,150000,1,2,2,22,54444.65,11991.95,0
ID-010793,100000,1,2,1,57,13285.99,11007.03,0
ID-010794,10000,2,1,1,69,4728.47,10279.11,0
ID-010795,300000,2,1,2,58,55258.11,13802.46,0
ID-010796,150000,1,2,1,22,58302.9,16748.99,0
ID-010797,300000,2,1,2,56,3757.84,6459.79,1
ID-010798,10000,1,1,3,74,74244.14,17780.24,0
ID-010799,50000,1,1,1,46,7291.25,3212.67,0
ID-010800,10000,1,4,2,31,22872.04,3460.48,0
ID-010801,200000,1,2,2,28,53791.19,5335.44,0
ID-010802,10000,1,2,2,64,13589.81,2390.62,1
ID-010803,10000,2,1,3,60,4433.27,4606.38,1
ID-010804,200000,1,1,2,63,26491.72,2128.24,1
ID-010805,100000,1,2,3,42,61277.73,16435.05,0
ID-010806,500000,2,2,2,40,33094.29,2779.38,0
ID-010807,10000,1,1,1,28,52237.83,14945.95,0
ID-010808,200000,2,1,2,49,46369.53,958.28,0
ID-010809,150000,2,1,2,60,1777.48,18970.41,0
ID-010810,50000,2,2,1,46,79083.2,14223.2,0
ID-010811,50000,1,2,2,50,3314.25,135.93,0
ID-010812,10000,1,1,2,37,77424.22,15277.13,1
ID-010813,100000,1,1,1,40,43989.13,10281.64,0
ID-010814,100000,2,1,2,72,77052.72,15587.3,0
ID-010815,150000,1,4,2,36,9180.29,10449.94,1
ID-010816,10000,2,1,2,66,39232.68,12820.5,0
ID-010817,50000,1,2,1,63,13560.33,15726.63,0
ID-010818,100000,2,2,1,27,4077.99,8102.16,0
ID-010819,10000,1,2,1,36,49402.33,54.16,0
ID-010820,300000,1,1,2,65,16622.67,16998.93,0
ID-010821,100000,1,1,1,67,47015.76,7617.81,0
ID-010822,200000,2,2,2,68,8989.16,9920.85,0
ID-010823,300000,2,2,1,47,26558.92,155.33,0
ID-010824,500000,1,2,1,73,62530.6,9841.84,1
ID-010825,100000,1,2,2,43,34964.12,19729.75,0
ID-010826,50000,2,1,2,44,50219.63,5565.35,0
ID-010827,20000,2,4,1,29,51796.64,7908.37,0
ID-010828,300000,2,2,1,55,67500.4,13743.8,0
ID-010829,500000,1,1,1,71,25993.82,16295.87,0
ID-010830,150000,2,4,2,40,54983.65,8347.83,0
ID-010831,150000,1,2,2,57,76929.26,6193.38,0
ID-010832,50000,2,2,1,62,58419.47,18756.52,0
ID-010833,100000,1,2,1,37,39189.64,13542.9,0
ID-010834,10000,2,3,1,67,50457.4,2380.43,1
ID-010835,100000,2,2,2,51,59174.63,1378.56,1
ID-010836,50000,2,1,3,28,48982.06,9671.0,0
ID-010837,150000,2,1,1,35,1334.07,4401.8,0
ID-010838,100000,2,3,2,51,15581.88,5079.7,0
ID-010839,150000,1,1,1,73,64837.46,17553.84,0
ID-010840,300000,2,2,1,50,21812.05,1791.32,0
ID-010841,500000,2,2,2,66,58524.97,14307.28,1
ID-010842,10000,2,2,2,40,29769.62,5422.85,1
ID-010843,300000,1,2,3,59,41750.75,15206.56,1
ID-010844,150000,2,3,2,73,5437.86,14448.23,0
ID-010845,150000,1,1,1,32,14498.04,147.84,0
ID-010846,20000,2,1,2,69,76575.76,10182.71,1
ID-010847,20000,2,1,1,37,71211.04,2786.39,0
ID-010848,300000,1,3,2,62,52182.01,17324.54,0
ID-010849,200000,2,2,1,50,36771.57,17431.72,0
ID-010850,300000,1,1,2,49,54060.9,8366.92,0
ID-010851,20000,1,3,1,39,49488.82,8887.91,0
ID-010852,150000,2,3,1,66,45484.18,6065.66,0
ID-010853,50000,1,3,2,31,4734.17,14332.13,0
ID-010854,300000,2,3,1,54,50624.21,7173.23,0
ID-010855,150000,2,1,2,70,61513.6,5355.85,0
ID-010856,50000,1,2,1,27,79526.53,8644.62,0
ID-010857,50000,1,2,1,64,886.28,1829.75,0
ID-010858,20000,1,3,1,54,58413.88,14932.06,1
ID-010859,300000,1,2,1,40,45743.15,251.93,0
ID-010860,100000,2,2,2,70,34724.17,12889.7,0
ID-010861,10000,2,2,1,58,10205.61,3657.29,1
ID-010862,20000,1,1,3,44,32726.81,4648.08,0
ID-010863,20000,2,2,2,30,28350.17,12712.64,0
ID-010864,100000,2,4,1,52,24226.39,19858.87,0
ID-010865,10000,2,3,2,72,58470.37,15554.35,0
ID-010866,150000,2,1,2,35,56058.04,4516.79,0
ID-010867,200000,1,1,2,57,47121.61,3520.5,0
ID-010868,300000,1,1,1,40,75093.19,17324.66,0
ID-010869,200000,2,2,1,23,27988.35,8883.68,0
ID-010870,150000,1,3,2,57,19504.16,2741.06,0
ID-010871,500000,1,1,2,60,52472.27,17244.23,0
ID-010872,20000,1,2,2,28,15905.12,16321.85,0
ID-010873,10000,2,3,1,60,25200.84,19678.13,0
ID-010874,20000,2,2,2,64,17968.2,18194.87,0
ID-010875,50000,2,2,2,43,5532.29,17035.81,1
ID-010876,20000,1,2,2,60,66199.9,1051.49,1
ID-010877,20000,2,2,1,31,20363.24,2088.31,0
ID-010878,150000,2,1,2,66,37842.2,11379.66,0
ID-010879,150000,1,2,1,28,3465.22,10629.58,0
ID-010880,150000,2,2,1,49,55947.16,9159.26,0
ID-010881,200000,2,3,2,50,26444.88,7935.79,1
ID-010882,50000,1,2,1,30,59578.94,8624.21,0
ID-010883,500000,1,2,1,59,32992.24,11385.96,0
ID-010884,500000,1,1,1,48,15660.45,41.53,0
ID-010885,150000,2,2,2,69,41054.01,5214.18,0
ID-010886,10000,2,1,2,56,10440.36,10365.59,0
ID-010887,200000,2,1,1,33,35243.13,14444.32,0
ID-010888,100000,1,2,2,52,25384.44,3483.13,1
ID-010889,10000,1,4,2,56,72956.77,10937.62,0
ID-010890,300000,2,1,1,57,4874.3,14289.19,0
ID-010891,300000,2,2,2,46,55521.39,8892.55,0
ID-010892,10000,1,3,2,42,14620.09,541.62,0
ID-010893,150000,1,1,2,24,25523.61,8985.36,0
ID-010894,100000,1,2,1,51,33241.13,5928.9,1
ID-010895,100000,1,2,2,38,72641.21,18592.99,0
ID-010896,200000,2,2,2,58,19406.26,2492.27,0
ID-010897,100000,1,1,1,44,7304.7,13049.52,0
ID-010898,300000,2,2,1,43,25495.17,1054.4,0
ID-010899,50000,2,2,1,42,8374.08,8923.41,0
ID-010900,150000,2,2,1,22,10287.72,11079.59,0
ID-010901,100000,1,1,2,51,45908.05,5959.1,0
ID-010902,200000,1,2,1,31,4872.15,9101.51,0
ID-010903,300000,1,1,1,48,2474.47,3271.08,1
ID-010904,50000,1,2,2,66,57153.13,6082.48,1
ID-010905,20000,2,1,1,52,28931.77,12422.13,0
ID-010906,20000,1,4,3,25,10030.03,6036.0,0
ID-010907,50000,1,2,1,58,20289.02,17994.86,0
ID-010908,300000,2,1,1,30,51366.92,12568.14,0
ID-010909,200000,1,1,1,60,22042.93,8772.98,0
ID-010910,50000,2,1,1,66,39561.69,775.14,0
ID-010911,150000,2,3,1,44,9735.62,9990.97,0
ID-010912,150000,2,4,2,55,47047.49,15295.52,0
ID-010913,20000,2,2,3,64,25286.21,5311.15,0
ID-010914,100000,2,2,1,68,50157.47,16135.47,0
ID-010915,200000,2,2,2,43,64671.59,5036.14,0
ID-010916,20000,2,3,2,37,48931.71,16474.93,0
ID-010917,100000,2,2,2,21,23659.81,1705.37,0
ID-010918,100000,1,2,1,51,20459.5,17323.67,1
ID-010919,500000,1,2,1,51,26193.68,9983.73,0
ID-010920,150000,1,2,1,62,13169.64,5930.75,0
ID-010921,300000,1,1,2,62,14493.75,5302.27,0
ID-010922,10000,2,2,2,73,63255.29,8640.21,1
ID-010923,300000,1,2,1,54,30778.61,19980.99,0
ID-010924,10000,2,2,1,29,34879.61,4406.55,1
ID-010925,50000,1,1,2,42,47523.96,2064.33,0
ID-010926,150000,1,2,2,33,47172.28,11700.7,0
ID-010927,100000,1,2,3,45,5390.15,9770.85,0
ID-010928,200000,2,2,2,68,66523.26,10483.93,1
ID-010929,10000,1,1,1,38,14186.12,13338.71,0
ID-010930,300000,2,2,2,71,57845.73,5342.88,0
ID-010931,100000,2,2,2,32,61813.68,18213.3,0
ID-010932,10000,1,2,1,60,57191.96,8713.44,0
ID-010933,10000,1,2,2,37,46318.21,2581.72,1
ID-010934,500000,1,2,2,35,1168.72,14845.98,0
ID-010935,10000,2,3,1,62,28830.04,12862.09,0
ID-010936,200000,1,1,2,35,48387.15,6314.87,0
ID-010937,150000,2,3,2,35,30996.1,12430.37,0
ID-010938,200000,2,2,3,59,69078.39,4397.24,0
ID-010939,20000,1,1,1,33,24704.18,8896.79,0
ID-010940,100000,1,1,1,37,23482.78,17988.25,0
ID-010941,150000,2,1,2,52,21279.82,2670.68,0
ID-010942,500000,2,2,1,29,26622.47,7733.93,0
ID-010943,150000,2,2,2,60,44592.4,16422.85,0
ID-010944,150000,1,2,2,40,56561.22,19389.82,0
ID-010945,300000,2,2,1,46,53005.43,9078.52,1
ID-010946,150000,1,2,2,47,64617.43,10139.99,0
ID-010947,500000,2,1,2,41,70873.12,11443.44,0
ID-010948,200000,2,1,1,38,65286.32,18646.96,1
ID-010949,150000,1,2,2,33,1515.63,17164.14,0
ID-010950,50000,2,1,2,36,58873.44,3412.02,0
ID-010951,100000,1,1,2,29,16671.97,8735.16,0
ID-010952,150000,1,2,2,32,10634.24,9280.01,0
ID-010953,100000,2,2,2,64,51079.1,15781.92,0
ID-010954,50000,1,4,2,58,25579.46,12057.86,0
ID-010955,50000,1,3,2,39,4569.37,13084.41,0
ID-010956,100000,2,2,2,27,11010.38,19964.0,0
ID-010957,10000,1,2,2,55,74.35,1499.2,1
ID-010958,20000,1,2,1,68,72257.89,4460.2,0
ID-010959,300000,1,2,2,38,1969.44,8157.92,0
ID-010960,10000,2,1,1,36,16756.46,6955.65,0
ID-010961,10000,1,2,1,59,33301.02,432.91,0
