customer_id,gender,senior_citizen,tenure,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST-01348,Female,0,65,One year,Yes,Bank transfer,45.79,2900.02,Yes
CUST-01349,Male,0,8,One year,Yes,Bank transfer,77.85,649.68,No
CUST-01350,Female,0,72,One year,No,Bank transfer,67.42,4662.42,No
CUST-01351,Male,0,43,One year,Yes,Mailed check,31.65,1329.37,No
CUST-01352,Male,0,1,Month-to-month,Yes,Mailed check,42.63,42.72,Yes
CUST-01353,Female,1,51,Two year,Yes,Mailed check,47.57,2442.02,No
CUST-01354,Female,0,24,One year,No,Electronic check,111.14,2538.08,Yes
CUST-01355,Male,0,24,Month-to-month,Yes,Credit card,41.4,1021.48,No
CUST-01356,Female,0,17,Two year,No,Mailed check,47.32,793.31,No
CUST-01357,Female,0,5,One year,Yes,Credit card,55.37,274.26,No
CUST-01358,Male,0,20,Month-to-month,No,Credit card,84.96,1751.77,Yes
CUST-01359,Male,0,21,Month-to-month,No,Credit card,30.13,625.09,No
CUST-01360,Female,0,58,Month-to-month,Yes,Electronic check,114.12,6319.27,Yes
CUST-01361,Male,0,31,Two year,Yes,Electronic check,105.24,3156.88,No
CUST-01362,Male,0,11,One year,Yes,Bank transfer,76.26,877.1,No
CUST-01363,Female,0,52,Two year,Yes,Bank transfer,85.99,4279.39,No
CUST-01364,Male,0,15,One year,No,Credit card,19.92,294.47,No
CUST-01365,Male,0,7,Month-to-month,Yes,Bank transfer,52.31,366.29,No
CUST-01366,Female,0,28,Month-to-month,Yes,Credit card,98.21,2748.03,Yes
CUST-01367,Female,0,51,One year,Yes,Electronic check,26.04,1262.16,No
CUST-01368,Male,1,58,One year,No,Electronic check,46.62,2704.27,No
CUST-01369,Male,1,5,Two year,Yes,Electronic check,77.07,380.87,No
CUST-01370,Female,0,5,Month-to-month,Yes,Mailed check,44.02,230.49,Yes
CUST-01371,Female,0,8,Month-to-month,Yes,Credit card,112.11,866.31,Yes
CUST-01372,Female,0,64,One year,No,Electronic check,31.42,1981.55,No
CUST-01373,Female,0,10,One year,No,Credit card,98.39,975.98,Yes
CUST-01374,Male,0,38,One year,Yes,Bank transfer,69.3,2604.62,No
CUST-01375,Female,0,8,One year,Yes,Bank transfer,93.66,761.71,No
CUST-01376,Female,0,25,Month-to-month,Yes,Electronic check,49.48,1201.81,No
CUST-01377,Male,0,66,One year,Yes,Credit card,69.96,4488.57,Yes
CUST-01378,Female,0,50,One year,No,Electronic check,104.36,5337.6,No
CUST-01379,Male,0,67,Two year,No,Bank transfer,65.17,4366.52,No
CUST-01380,Female,0,49,Two year,Yes,Electronic check,54.4,2642.98,No
CUST-01381,Female,0,36,Month-to-month,No,Credit card,72.13,2510.78,Yes
CUST-01382,Female,0,68,Month-to-month,Yes,Bank transfer,90.34,5951.16,No
CUST-01383,Male,0,41,Two year,No,Mailed check,62.83,2449.95,No
CUST-01384,Male,0,62,Month-to-month,No,Bank transfer,112.61,6696.56,Yes
CUST-01385,Female,0,10,Two year,Yes,Mailed check,47.89,481.62,No
CUST-01386,Male,0,21,Month-to-month,No,Electronic check,66.03,1440.97,No
CUST-01387,Male,0,36,One year,Yes,Electronic check,94.32,3323.25,No
CUST-01388,Male,0,12,Two year,Yes,Credit card,87.51,1032.03,No
CUST-01389,Male,0,2,Two year,Yes,Mailed check,105.05,202.02,No
CUST-01390,Male,0,13,Month-to-month,Yes,Electronic check,118.43,1522.44,Yes
CUST-01391,Male,1,53,One year,No,Mailed check,61.15,3090.97,No
CUST-01392,Female,0,32,Month-to-month,No,Electronic check,29.42,980.75,No
CUST-01393,Female,0,16,Month-to-month,No,Bank transfer,21.31,346.86,No
CUST-01394,Male,0,32,One year,No,Electronic check,91.3,3064.98,No
CUST-01395,Female,0,32,One year,No,Credit card,106.09,3524.84,No
CUST-01396,Female,0,11,Two year,Yes,Bank transfer,40.43,443.53,No
CUST-01397,Female,1,10,Month-to-month,Yes,Credit card,34.17,342.37,No
CUST-01398,Female,0,15,Month-to-month,Yes,Bank transfer,24.5,356.13,Yes
CUST-01399,Male,0,17,Month-to-month,No,Mailed check,100.93,1709.3,Yes
CUST-01400,Female,0,40,Month-to-month,No,Credit card,49.54,2061.46,No
CUST-01401,Female,0,18,Month-to-month,Yes,Electronic check,58.62,1007.77,Yes
CUST-01402,Male,0,55,One year,No,Mailed check,68.78,3920.43,Yes
CUST-01403,Male,0,25,Month-to-month,No,Electronic check,102.62,2524.7,Yes
CUST-01404,Female,0,59,Two year,Yes,Bank transfer,83.66,5133.14,No
CUST-01405,Female,1,22,Two year,Yes,Bank transfer,80.06,1838.97,No
CUST-01406,Female,0,30,One year,Yes,Electronic check,35.91,1095.71,Yes
CUST-01407,Female,0,44,Two year,Yes,Electronic check,69.83,3123.04,No
CUST-01408,Female,0,32,One year,Yes,Mailed check,90.15,2871.17,Yes
CUST-01409,Female,0,51,Month-to-month,Yes,Electronic check,116.06,6117.67,Yes
CUST-01410,Male,0,46,Month-to-month,Yes,Credit card,38.49,1852.27,Yes
CUST-01411,Female,0,21,Month-to-month,Yes,Credit card,19.21,414.51,No
CUST-01412,Female,0,32,One year,No,Electronic check,25.82,836.31,No
CUST-01413,Male,0,39,Two year,Yes,Credit card,56.02,2208.11,No
CUST-01414,Male,0,12,Month-to-month,No,Electronic check,100.71,1250.75,No
CUST-01415,Male,0,47,Two year,Yes,Mailed check,18.97,895.26,No
CUST-01416,Male,0,18,One year,Yes,Credit card,64.15,1189.79,Yes
CUST-01417,Female,1,21,Month-to-month,No,Credit card,51.34,1079.1,Yes
CUST-01418,Female,0,13,Two year,Yes,Electronic check,23.52,292.38,No
CUST-01419,Female,0,21,Month-to-month,Yes,Credit card,63.5,1318.02,No
CUST-01420,Female,1,8,Month-to-month,No,Bank transfer,43.85,348.85,No
CUST-01421,Female,0,46,One year,Yes,Mailed check,53.61,2377.68,No
CUST-01422,Female,1,7,Month-to-month,Yes,Mailed check,89.16,599.31,No
CUST-01423,Male,0,23,One year,Yes,Credit card,70.67,1631.17,No
CUST-01424,Female,0,22,Month-to-month,Yes,Credit card,30.78,649.07,No
CUST-01425,Male,0,22,Month-to-month,Yes,Bank transfer,114.87,2477.34,Yes
CUST-01426,Male,0,29,Two year,Yes,Bank transfer,82.16,2440.92,No
CUST-01427,Female,0,13,Month-to-month,No,Credit card,95.22,1295.35,Yes
CUST-01428,Male,0,2,Month-to-month,No,Credit card,26.21,53.56,Yes
CUST-01429,Female,0,29,Month-to-month,No,Bank transfer,22.98,699.25,No
CUST-01430,Male,0,52,Two year,No,Electronic check,20.2,1071.23,No
CUST-01431,Female,0,27,Month-to-month,No,Bank transfer,37.22,984.22,No
CUST-01432,Male,1,50,Month-to-month,Yes,Electronic check,59.9,3046.53,No
CUST-01433,Female,0,23,Month-to-month,No,Mailed check,112.3,2635.12,Yes
CUST-01434,Female,0,44,Month-to-month,No,Mailed check,64.18,2787.7,No
CUST-01435,Female,0,22,Two year,No,Bank transfer,47.42,992.93,No
CUST-01436,Female,0,43,One year,Yes,Electronic check,74.72,3278.25,No
CUST-01437,Female,1,37,Month-to-month,Yes,Bank transfer,29.5,1039.29,No
CUST-01438,Male,0,61,One year,Yes,Bank transfer,79.51,4913.74,No
CUST-01439,Male,0,56,Month-to-month,No,Electronic check,75.38,4079.28,No
CUST-01440,Male,0,3,Two year,Yes,Bank transfer,97.85,295.48,Yes
CUST-01441,Female,0,63,Two year,No,Mailed check,117.41,7399.72,No
CUST-01442,Male,0,19,Month-to-month,Yes,Credit card,43.46,785.57,No
CUST-01443,Female,0,23,Two year,Yes,Credit card,69.47,1575.9,No
CUST-01444,Female,0,29,One year,Yes,Bank transfer,109.59,3210.24,No
CUST-01445,Male,0,30,Month-to-month,Yes,Electronic check,97.16,3016.41,Yes
CUST-01446,Male,0,39,Month-to-month,Yes,Electronic check,67.23,2723.87,No
CUST-01447,Female,1,25,Month-to-month,Yes,Mailed check,113.26,2826.93,No
CUST-01448,Male,1,8,One year,No,Electronic check,24.0,196.39,No
CUST-01449,Female,0,58,Two year,Yes,Electronic check,111.82,6366.52,Yes
CUST-01450,Female,0,16,One year,Yes,Mailed check,23.33,367.39,No
CUST-01451,Female,0,72,Two year,No,Bank transfer,73.25,5112.86,No
CUST-01452,Female,0,1,One year,No,Credit card,107.74,108.41,No
CUST-01453,Female,1,5,Two year,No,Mailed check,44.65,219.11,Yes
CUST-01454,Male,0,3,One year,Yes,Bank transfer,65.71,188.94,No
CUST-01455,Male,0,65,Month-to-month,No,Mailed check,50.85,3366.4,No
CUST-01456,Female,0,4,One year,No,Bank transfer,113.94,465.23,Yes
CUST-01457,Female,0,64,Two year,Yes,Mailed check,101.03,6375.39,No
CUST-01458,Male,0,10,Month-to-month,Yes,Bank transfer,89.5,857.12,Yes
CUST-01459,Male,0,21,Two year,Yes,Mailed check,77.31,1611.54,Yes
CUST-01460,Female,0,46,Month-to-month,Yes,Bank transfer,100.72,4606.4,No
CUST-01461,Male,0,27,Month-to-month,No,Mailed check,57.67,1583.35,No
CUST-01462,Female,0,66,Two year,Yes,Credit card,63.23,4096.15,No
CUST-01463,Male,0,41,Month-to-month,No,Credit card,91.62,3825.01,Yes
CUST-01464,Female,0,13,Month-to-month,Yes,Electronic check,54.2,730.78,Yes
CUST-01465,Male,0,9,Month-to-month,Yes,Bank transfer,24.67,216.2,No
CUST-01466,Female,0,36,Two year,Yes,Mailed check,25.72,970.26,No
CUST-01467,Male,0,58,Month-to-month,Yes,Bank transfer,29.84,1711.05,Yes
CUST-01468,Male,0,54,Two year,No,Credit card,105.65,5572.32,Yes
CUST-01469,Female,0,12,Month-to-month,No,Bank transfer,65.71,782.33,Yes
CUST-01470,Male,0,14,Two year,Yes,Mailed check,89.89,1207.42,No
CUST-01471,Female,1,34,Two year,Yes,Bank transfer,57.74,1889.68,No
CUST-01472,Male,0,53,Month-to-month,Yes,Mailed check,44.25,2325.18,No
CUST-01473,Female,0,20,Month-to-month,No,Credit card,53.14,1090.69,Yes
CUST-01474,Male,0,16,Month-to-month,Yes,Credit card,98.07,1631.93,No
CUST-01475,Female,0,70,One year,Yes,Credit card,81.08,5769.14,Yes
CUST-01476,Male,0,56,Month-to-month,No,Electronic check,112.48,6050.21,No
CUST-01477,Female,0,58,Month-to-month,No,Credit card,86.56,5106.84,No
CUST-01478,Male,0,4,Month-to-month,Yes,Bank transfer,75.55,306.29,Yes
CUST-01479,Female,0,4,Month-to-month,Yes,Electronic check,79.57,328.01,Yes
CUST-01480,Female,0,20,Month-to-month,No,Credit card,112.96,2332.68,Yes
CUST-01481,Female,0,10,One year,No,Bank transfer,97.46,1010.49,Yes
CUST-01482,Male,0,24,Two year,Yes,Bank transfer,20.67,491.82,No
CUST-01483,Female,0,26,Month-to-month,No,Bank transfer,71.93,1907.18,No
CUST-01484,Male,0,37,One year,No,Mailed check,87.43,3159.94,No
CUST-01485,Female,0,54,Month-to-month,Yes,Electronic check,93.49,5300.55,No
CUST-01486,Male,0,21,Two year,Yes,Bank transfer,39.67,806.02,No
CUST-01487,Female,0,38,Two year,Yes,Mailed check,105.4,3808.99,Yes
CUST-01488,Male,0,46,Two year,No,Credit card,114.31,5073.59,No
CUST-01489,Male,0,4,Two year,Yes,Bank transfer,42.04,172.8,No
CUST-01490,Female,0,60,Month-to-month,No,Mailed check,106.95,6382.85,Yes
CUST-01491,Male,0,57,Two year,No,Bank transfer,28.0,1587.62,No
CUST-01492,Male,0,45,One year,Yes,Electronic check,23.85,1122.09,No
CUST-01493,Female,0,20,Month-to-month,No,Electronic check,31.24,651.02,No
CUST-01494,Male,0,17,Two year,No,Credit card,24.05,401.13,No
CUST-01495,Male,0,71,Month-to-month,Yes,Bank transfer,103.17,7111.95,Yes
CUST-01496,Male,1,4,One year,Yes,Mailed check,24.18,100.09,No
CUST-01497,Female,0,14,Month-to-month,Yes,Credit card,45.55,663.59,No
CUST-01498,Male,1,3,Month-to-month,No,Bank transfer,28.68,86.4,Yes
CUST-01499,Female,0,58,One year,No,Credit card,47.94,2816.51,No
CUST-01500,Male,0,55,One year,Yes,Mailed check,27.35,1467.68,No
CUST-01501,Male,0,4,Month-to-month,No,Credit card,85.38,351.79,Yes
CUST-01502,Male,1,24,Month-to-month,Yes,Credit card,31.65,769.64,No
CUST-01503,Female,0,34,Two year,Yes,Credit card,103.86,3532.48,No
CUST-01504,Male,0,30,Month-to-month,Yes,Bank transfer,100.38,2878.93,Yes
CUST-01505,Male,0,19,Month-to-month,Yes,Mailed check,19.62,388.29,No
CUST-01506,Female,0,31,Two year,Yes,Electronic check,108.27,3395.12,No
CUST-01507,Male,1,60,Two year,Yes,Bank transfer,21.16,1230.58,No
CUST-01508,Female,0,60,Month-to-month,Yes,Electronic check,42.33,2566.82,No
CUST-01509,Female,0,19,One year,No,Electronic check,21.51,415.94,No
CUST-01510,Male,0,49,Two year,Yes,Bank transfer,52.0,2554.57,No
CUST-01511,Female,1,63,Two year,Yes,Bank transfer,69.89,4499.1,No
CUST-01512,Male,1,22,Month-to-month,Yes,Mailed check,98.31,2180.44,Yes
CUST-01513,Female,0,24,Month-to-month,No,Mailed check,52.22,1309.4,Yes
CUST-01514,Female,0,30,Month-to-month,Yes,Credit card,89.15,2555.14,No
CUST-01515,Male,1,58,Month-to-month,Yes,Electronic check,37.09,2066.51,No
CUST-01516,Female,0,31,One year,No,Mailed check,93.69,2809.61,No
CUST-01517,Female,0,64,Month-to-month,Yes,Credit card,41.97,2737.16,No
CUST-01518,Female,1,19,One year,Yes,Mailed check,32.68,629.96,No
CUST-01519,Female,0,48,Month-to-month,No,Bank transfer,36.88,1839.64,No
CUST-01520,Female,0,45,Month-to-month,Yes,Mailed check,36.55,1683.05,No
CUST-01521,Male,0,55,Two year,Yes,Electronic check,69.79,3841.66,No
CUST-01522,Female,1,55,Month-to-month,Yes,Mailed check,103.15,5952.28,No
CUST-01523,Male,1,18,Month-to-month,Yes,Electronic check,26.25,461.45,Yes
CUST-01524,Female,1,63,Two year,Yes,Bank transfer,89.3,5813.35,No
CUST-01525,Male,0,47,Month-to-month,Yes,Electronic check,84.01,3919.56,No
CUST-01526,Male,1,57,One year,Yes,Mailed check,105.94,6128.39,Yes
CUST-01527,Female,1,45,One year,Yes,Credit card,42.79,1969.31,No
CUST-01528,Female,0,33,Month-to-month,No,Bank transfer,63.49,2123.19,No
CUST-01529,Female,0,17,Two year,Yes,Mailed check,111.3,1824.08,No
CUST-01530,Male,0,70,Month-to-month,Yes,Bank transfer,84.58,5886.82,No
CUST-01531,Female,0,4,Month-to-month,No,Bank transfer,57.32,230.69,No
CUST-01532,Male,0,20,Month-to-month,No,Mailed check,31.46,651.16,Yes
CUST-01533,Male,0,47,Month-to-month,Yes,Mailed check,44.63,2085.79,Yes
CUST-01534,Male,0,15,Two year,No,Credit card,76.66,1198.05,No
CUST-01535,Female,0,70,Month-to-month,Yes,Bank transfer,90.43,6292.36,Yes
CUST-01536,Female,0,47,Month-to-month,Yes,Bank transfer,30.75,1452.3,No
CUST-01537,Male,0,9,Month-to-month,No,Mailed check,78.51,727.53,Yes
CUST-01538,Male,0,16,One year,Yes,Electronic check,73.56,1186.74,No
CUST-01539,Female,0,69,Month-to-month,Yes,Mailed check,69.9,5045.07,No
CUST-01540,Male,0,61,Month-to-month,Yes,Bank transfer,87.61,5429.9,No
CUST-01541,Female,0,10,One year,Yes,Mailed check,102.41,1026.43,No
CUST-01542,Male,0,50,Month-to-month,Yes,Credit card,50.71,2414.71,No
CUST-01543,Female,0,3,Month-to-month,No,Electronic check,107.6,320.02,Yes
CUST-01544,Male,1,70,Month-to-month,Yes,Mailed check,34.39,2358.97,Yes
CUST-01545,Female,0,51,Month-to-month,No,Credit card,35.64,1862.74,Yes
CUST-01546,Male,0,19,Two year,Yes,Bank transfer,45.06,831.16,No
CUST-01547,Female,0,42,Month-to-month,No,Mailed check,30.26,1233.46,No
CUST-01548,Female,1,35,Month-to-month,No,Bank transfer,41.4,1404.01,No
CUST-01549,Male,0,46,Month-to-month,No,Credit card,28.94,1281.4,No
CUST-01550,Male,1,26,One year,Yes,Bank transfer,100.84,2572.29,No
CUST-01551,Female,0,69,One year,Yes,Credit card,32.22,2308.98,No
CUST-01552,Male,1,64,Month-to-month,Yes,Credit card,93.35,6138.65,Yes
CUST-01553,Female,0,37,One year,No,Credit card,23.07,873.67,No
CUST-01554,Male,1,49,One year,No,Mailed check,113.58,5730.9,Yes
CUST-01555,Female,0,21,Two year,Yes,Bank transfer,89.72,1840.68,No
CUST-01556,Female,0,64,Two year,Yes,Bank transfer,18.93,1258.46,No
CUST-01557,Female,0,5,Month-to-month,Yes,Electronic check,95.02,457.87,Yes
CUST-01558,Female,0,70,Month-to-month,No,Electronic check,69.92,4814.3,No
CUST-01559,Female,0,4,Month-to-month,Yes,Electronic check,96.58,389.67,Yes
CUST-01560,Female,1,39,Month-to-month,No,Electronic check,70.76,2650.06,No
CUST-01561,Male,1,35,Two year,No,Bank transfer,82.67,2960.04,No
CUST-01562,Male,0,1,Month-to-month,Yes,Credit card,97.28,96.18,No
CUST-01563,Male,0,24,Month-to-month,Yes,Credit card,58.96,1455.28,Yes
CUST-01564,Female,0,57,One year,Yes,Mailed check,18.52,1054.89,No
CUST-01565,Female,0,70,Month-to-month,Yes,Credit card,103.67,7025.31,No
CUST-01566,Female,0,41,Month-to-month,Yes,Bank transfer,56.53,2372.14,No
CUST-01567,Female,0,54,Month-to-month,Yes,Bank transfer,68.1,3586.25,Yes
CUST-01568,Male,0,46,Month-to-month,No,Bank transfer,19.03,874.58,No
CUST-01569,Male,0,60,One year,Yes,Mailed check,67.71,3890.16,No
CUST-01570,Female,0,60,Month-to-month,Yes,Electronic check,117.39,7126.42,No
CUST-01571,Male,0,57,Month-to-month,No,Credit card,46.22,2678.24,No
CUST-01572,Male,0,31,Month-to-month,No,Bank transfer,57.99,1775.88,No
CUST-01573,Female,0,24,Month-to-month,Yes,Bank transfer,87.31,2190.66,Yes
CUST-01574,Male,1,36,One year,Yes,Electronic check,100.14,3739.93,Yes
CUST-01575,Female,0,30,Month-to-month,Yes,Bank transfer,60.2,1843.55,No
CUST-01576,Male,0,24,Month-to-month,No,Credit card,49.37,1210.2,No
CUST-01577,Female,0,30,Two year,No,Mailed check,112.5,3291.44,No
CUST-01578,Female,0,7,One year,No,Bank transfer,86.3,613.57,No
CUST-01579,Female,1,35,Month-to-month,Yes,Credit card,30.21,1025.44,No
CUST-01580,Female,0,55,One year,No,Bank transfer,25.18,1335.6,No
CUST-01581,Male,0,14,One year,Yes,Electronic check,66.85,982.65,No
CUST-01582,Female,0,10,One year,Yes,Bank transfer,40.37,408.64,No
CUST-01583,Female,1,16,Month-to-month,Yes,Bank transfer,43.78,695.65,Yes
CUST-01584,Female,1,54,Two year,Yes,Mailed check,106.46,5627.06,No
CUST-01585,Male,0,70,Month-to-month,Yes,Electronic check,27.25,1927.32,Yes
CUST-01586,Female,0,44,Month-to-month,No,Electronic check,90.14,3787.52,No
CUST-01587,Male,0,45,Month-to-month,No,Mailed check,45.5,1964.51,No
CUST-01588,Female,1,56,Month-to-month,Yes,Bank transfer,94.66,5053.33,No
CUST-01589,Male,0,57,Two year,Yes,Credit card,90.85,5178.02,No
CUST-01590,Male,1,21,Month-to-month,Yes,Electronic check,18.99,402.8,Yes
CUST-01591,Female,0,68,Month-to-month,Yes,Electronic check,69.42,4514.03,No
CUST-01592,Male,0,50,Two year,Yes,Bank transfer,32.25,1648.17,No
CUST-01593,Female,0,33,Month-to-month,No,Bank transfer,105.31,3381.54,No
CUST-01594,Female,0,7,Month-to-month,Yes,Electronic check,105.84,754.6,Yes
CUST-01595,Female,0,70,Month-to-month,Yes,Bank transfer,60.29,4423.68,No
CUST-01596,Male,0,15,Month-to-month,Yes,Credit card,62.91,961.68,No
CUST-01597,Male,0,32,Month-to-month,No,Electronic check,48.73,1619.11,No
CUST-01598,Female,0,20,One year,No,Credit card,90.27,1886.32,Yes
CUST-01599,Female,0,15,Month-to-month,No,Credit card,54.3,813.42,No
CUST-01600,Male,0,48,Month-to-month,No,Bank transfer,45.16,2211.54,No
CUST-01601,Female,1,71,One year,Yes,Credit card,61.69,4534.15,No
CUST-01602,Female,1,21,One year,Yes,Bank transfer,27.44,567.98,No
CUST-01603,Female,1,42,Month-to-month,No,Mailed check,93.28,3824.28,No
CUST-01604,Male,1,26,Month-to-month,Yes,Bank transfer,19.52,530.19,No
CUST-01605,Male,0,14,Month-to-month,Yes,Credit card,83.02,1188.58,Yes
CUST-01606,Male,0,57,Month-to-month,Yes,Mailed check,36.63,2029.38,No
CUST-01607,Female,0,37,Month-to-month,Yes,Bank transfer,41.61,1531.73,No
CUST-01608,Female,0,58,Month-to-month,Yes,Credit card,82.13,4904.76,Yes
CUST-01609,Female,0,21,Two year,Yes,Electronic check,118.04,2490.51,No
CUST-01610,Male,0,69,Month-to-month,No,Electronic check,96.41,6752.04,No
CUST-01611,Female,0,3,One year,Yes,Bank transfer,40.95,125.97,No
CUST-01612,Female,0,37,Month-to-month,Yes,Bank transfer,35.94,1346.0,Yes
CUST-01613,Female,0,49,One year,Yes,Electronic check,105.31,5180.87,No
CUST-01614,Female,0,19,One year,Yes,Credit card,62.89,1224.74,Yes
CUST-01615,Male,0,12,Two year,Yes,Credit card,32.02,392.98,Yes
CUST-01616,Male,0,61,Month-to-month,Yes,Credit card,104.9,6482.0,Yes
CUST-01617,Female,1,41,One year,Yes,Bank transfer,100.27,4053.43,No
CUST-01618,Male,0,33,Month-to-month,Yes,Mailed check,117.13,3828.88,Yes
CUST-01619,Male,0,50,One year,Yes,Mailed check,109.68,5741.99,No
CUST-01620,Female,1,68,Month-to-month,Yes,Mailed check,103.85,6788.07,Yes
CUST-01621,Female,1,71,Month-to-month,Yes,Mailed check,23.53,1631.96,No
CUST-01622,Male,1,33,Month-to-month,Yes,Mailed check,28.74,947.7,No
CUST-01623,Female,0,24,Month-to-month,Yes,Bank transfer,75.43,1871.28,No
CUST-01624,Male,0,61,Month-to-month,No,Bank transfer,71.66,4224.24,No
CUST-01625,Female,0,61,Month-to-month,Yes,Mailed check,64.28,3833.62,No
CUST-01626,Male,0,28,Two year,Yes,Bank transfer,58.13,1556.97,No
CUST-01627,Female,0,58,One year,Yes,Bank transfer,61.59,3645.8,No
CUST-01628,Male,0,43,Two year,No,Mailed check,75.46,3159.83,No
CUST-01629,Male,0,41,Month-to-month,No,Credit card,18.46,748.43,No
CUST-01630,Male,0,39,Two year,No,Bank transfer,44.45,1723.79,No
CUST-01631,Female,0,49,Two year,No,Credit card,70.34,3581.53,No
CUST-01632,Male,0,17,One year,Yes,Bank transfer,90.83,1530.42,No
CUST-01633,Male,0,70,One year,No,Bank transfer,35.75,2413.72,No
CUST-01634,Female,0,70,Month-to-month,Yes,Mailed check,73.21,5137.16,No
CUST-01635,Female,0,65,Two year,Yes,Bank transfer,90.05,6124.23,No
CUST-01636,Male,1,5,Month-to-month,Yes,Electronic check,62.94,318.09,No
CUST-01637,Male,0,2,Month-to-month,Yes,Electronic check,20.97,43.97,No
CUST-01638,Female,0,22,Month-to-month,No,Mailed check,63.4,1442.38,Yes
CUST-01639,Female,0,57,Two year,Yes,Credit card,48.04,2611.21,No
CUST-01640,Female,0,66,Two year,No,Credit card,111.68,7487.63,No
CUST-01641,Female,0,16,Two year,Yes,Credit card,30.77,481.82,No
CUST-01642,Female,0,51,One year,Yes,Electronic check,83.82,4300.31,No
CUST-01643,Male,0,39,Month-to-month,Yes,Credit card,23.55,898.18,No
CUST-01644,Female,0,40,Month-to-month,Yes,Credit card,63.09,2485.46,No
CUST-01645,Male,1,38,Month-to-month,No,Mailed check,73.92,2927.83,Yes
CUST-01646,Male,0,60,Month-to-month,Yes,Credit card,48.19,2806.58,No
CUST-01647,Male,0,59,Month-to-month,Yes,Electronic check,63.99,3916.65,No
CUST-01648,Female,1,10,Month-to-month,No,Electronic check,34.69,330.61,No
CUST-01649,Male,1,64,Month-to-month,Yes,Electronic check,48.81,2996.04,No
CUST-01650,Male,0,63,Two year,No,Mailed check,80.67,5262.46,No
CUST-01651,Female,0,49,Month-to-month,Yes,Mailed check,48.58,2411.5,No
CUST-01652,Male,0,64,Two year,Yes,Bank transfer,108.67,7126.83,No
CUST-01653,Male,0,32,One year,Yes,Credit card,81.4,2529.11,No
CUST-01654,Female,0,7,Month-to-month,Yes,Mailed check,62.33,437.93,No
CUST-01655,Male,0,21,Month-to-month,Yes,Electronic check,22.15,476.18,Yes
CUST-01656,Male,0,20,Month-to-month,No,Electronic check,68.45,1386.43,No
CUST-01657,Male,1,26,Month-to-month,No,Mailed check,95.11,2465.86,No
CUST-01658,Female,1,68,One year,No,Mailed check,44.94,3196.43,No
CUST-01659,Female,0,15,Month-to-month,Yes,Mailed check,99.33,1516.2,No
CUST-01660,Female,0,14,Month-to-month,Yes,Bank transfer,43.56,634.71,No
CUST-01661,Male,0,27,Month-to-month,Yes,Electronic check,101.04,2790.76,No
CUST-01662,Male,0,40,Two year,Yes,Bank transfer,26.82,1098.06,No
CUST-01663,Female,0,58,One year,No,Bank transfer,105.3,5850.9,No
CUST-01664,Male,0,28,One year,Yes,Credit card,68.42,1888.84,No
CUST-01665,Male,0,26,Month-to-month,Yes,Electronic check,48.05,1294.07,Yes
CUST-01666,Female,0,63,One year,Yes,Electronic check,44.89,2752.45,No
CUST-01667,Female,0,66,One year,No,Mailed check,61.67,3913.72,No
CUST-01668,Male,0,25,One year,Yes,Mailed check,118.65,2914.67,Yes
CUST-01669,Male,0,3,Two year,Yes,Credit card,40.39,117.78,No
CUST-01670,Male,0,72,Month-to-month,Yes,Bank transfer,28.62,2148.28,No
CUST-01671,Female,1,44,Two year,Yes,Mailed check,77.05,3514.95,Yes
CUST-01672,Female,0,42,Two year,Yes,Mailed check,67.35,2828.61,No
CUST-01673,Female,0,6,Month-to-month,Yes,Electronic check,70.93,406.91,No
CUST-01674,Female,0,39,Month-to-month,No,Electronic check,85.28,3397.28,No
CUST-01675,Male,0,52,Two year,Yes,Mailed check,45.1,2374.14,No
CUST-01676,Female,0,23,Month-to-month,No,Electronic check,109.77,2643.51,No
CUST-01677,Female,0,50,Month-to-month,No,Credit card,62.04,3120.29,No
CUST-01678,Female,0,43,Two year,No,Mailed check,31.22,1320.5,No
CUST-01679,Female,0,19,One year,Yes,Electronic check,92.85,1767.51,No
CUST-01680,Female,1,69,Month-to-month,Yes,Credit card,82.88,5992.8,No
CUST-01681,Male,0,51,One year,No,Electronic check,49.98,2599.03,No
CUST-01682,Male,0,11,Month-to-month,No,Electronic check,80.71,903.08,Yes
CUST-01683,Female,1,12,Month-to-month,Yes,Electronic check,40.35,471.64,No
CUST-01684,Male,0,8,Month-to-month,No,Mailed check,62.96,515.95,No
CUST-01685,Female,1,24,One year,Yes,Bank transfer,108.64,2672.61,Yes
CUST-01686,Female,0,41,Month-to-month,Yes,Electronic check,31.67,1274.75,No
CUST-01687,Male,0,36,One year,Yes,Credit card,57.11,2052.61,No
CUST-01688,Male,0,72,One year,Yes,Mailed check,100.77,7106.42,No
CUST-01689,Female,0,55,Month-to-month,Yes,Mailed check,115.68,6208.88,No
CUST-01690,Female,0,9,One year,No,Credit card,63.87,547.58,No
CUST-01691,Female,0,47,Month-to-month,Yes,Electronic check,69.2,3182.54,No
CUST-01692,Male,0,15,One year,Yes,Bank transfer,75.75,1142.38,No
CUST-01693,Female,0,48,Month-to-month,Yes,Electronic check,111.95,5105.78,Yes
CUST-01694,Female,0,42,Two year,Yes,Credit card,104.5,4293.85,No
CUST-01695,Female,1,60,Month-to-month,Yes,Mailed check,35.4,2205.01,No
CUST-01696,Male,1,70,Month-to-month,No,Bank transfer,62.14,4390.54,Yes
