longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,target
-119.3558,33.8944,45,2037,486,2441,1175,13.0689,500000.0
-123.7244,41.7743,3,4109,831,1822,666,13.4626,500000.0
-118.8047,41.5721,22,4989,1091,1108,280,13.837,500000.0
-119.8847,32.5464,44,3159,1001,2799,985,1.8753,116775.48
-115.423,41.447,2,4132,1393,2098,698,8.3898,441004.14
-120.7908,38.5077,24,5680,1063,2069,542,11.2374,500000.0
-123.1293,40.6584,34,4565,1025,202,59,11.4754,444695.83
-122.8701,36.7746,27,2848,956,2526,798,9.2974,383904.81
-116.6849,37.3466,41,3290,534,557,155,2.9184,172543.1
-118.1178,37.0952,1,2038,343,3247,871,12.0626,500000.0
-123.2888,38.7685,8,3464,632,540,185,10.9416,500000.0
-123.4589,33.8127,23,1899,511,3603,1221,1.749,94524.73
-117.2903,32.7818,38,355,64,394,142,7.2252,329579.5
-123.5724,35.3945,6,3663,1259,1985,505,3.0227,157847.1
-116.0814,39.124,22,2799,670,1811,534,5.3934,276529.74
-117.2376,34.3974,25,5014,1255,270,125,0.7622,94654.37
-123.4865,38.8303,18,1185,236,1988,534,6.3048,274491.2
-123.4516,41.6172,17,5580,1363,1992,673,8.4732,455073.51
-114.4336,33.3827,12,255,72,772,361,9.4839,373461.92
-120.5573,38.8225,6,4641,1393,3146,1015,10.1206,470780.37
-120.5936,36.6713,26,3500,1053,577,204,12.6262,500000.0
-116.172,40.6605,27,3861,1025,3303,880,3.6242,255799.06
-114.8275,34.1652,8,3672,1215,1572,653,2.247,172191.94
-114.44,39.0107,19,3649,1144,2938,804,12.8473,500000.0
-116.7662,40.3783,42,2601,784,1714,550,2.7709,144449.54
-120.5374,41.3794,1,5191,836,3163,1500,14.634,500000.0
-123.465,38.9225,29,4358,660,530,134,12.7168,500000.0
-116.5285,37.1734,45,359,69,3027,1001,7.7627,286869.55
-118.716,38.3078,49,2758,780,1921,744,14.7306,500000.0
-120.0578,40.6677,35,2041,474,3869,1317,1.912,128594.21
-115.2365,37.8637,40,321,74,2969,799,4.8945,247366.04
-123.188,32.7856,14,3692,1207,1512,579,9.7543,471810.77
-119.3737,41.2509,35,4136,1361,1475,618,5.5751,329305.17
-124.1865,38.9816,48,1872,621,3667,1624,13.9614,500000.0
-119.6134,38.8592,45,3323,707,394,152,1.4516,66094.9
-123.737,34.5273,20,4588,1322,94,26,8.4665,421466.1
-123.1118,38.6935,49,4399,899,3767,1280,9.0676,377030.23
-123.1247,36.2023,13,570,107,2118,863,9.9646,401236.36
-117.8079,38.6216,38,1026,192,1707,732,4.2072,260393.34
-116.8396,33.502,49,3772,824,3191,1197,5.7862,227209.74
-118.4663,38.6837,46,3601,850,1937,499,12.7334,500000.0
-114.6783,41.8945,49,4155,1314,2970,1106,3.3267,177561.98
-120.5513,32.9532,8,2823,491,2145,539,12.4896,500000.0
-121.4429,41.6854,43,2602,773,1564,527,8.6585,331785.91
-115.614,36.3249,20,2882,739,2648,1123,11.5517,500000.0
-122.064,40.6851,33,3957,821,2384,630,10.8473,460465.69
-114.6678,39.8544,26,5729,1424,1051,360,3.5089,224829.34
-124.1785,37.83,39,5280,1109,1083,317,8.7478,379607.77
-114.6012,39.4414,21,202,54,2639,665,13.082,500000.0
-123.8684,40.758,49,5804,1374,2090,995,6.7657,298118.9
-115.3886,36.2989,42,3014,551,2853,1301,14.5156,500000.0
-119.023,35.5741,43,2966,514,323,94,7.0571,301948.52
-114.3704,38.7754,41,2850,739,1005,392,2.5704,138727.0
-123.562,40.0938,9,5360,1771,2697,1139,6.1468,350642.62
-118.7615,39.6655,24,1802,394,1829,880,14.2997,500000.0
-114.607,39.9994,37,2660,789,430,210,5.136,213080.62
-119.069,36.5945,49,3925,1106,1402,395,13.0874,500000.0
-118.006,40.1876,41,1154,388,528,233,13.2781,500000.0
-117.3425,33.63,17,2586,813,2112,719,5.5777,272168.5
-119.7546,37.6182,24,5040,1327,565,176,1.7072,126728.46
-118.0244,32.5541,21,5257,1479,240,84,11.0061,500000.0
-118.4569,35.5511,51,4249,1401,1241,604,5.0169,223925.55
-115.2884,35.9447,39,3904,898,3642,1021,11.8524,496306.17
-123.8455,36.224,41,3544,763,2718,1345,6.9185,334006.83
-121.4904,39.0374,39,1964,299,1210,343,7.5364,314896.12
-114.7959,36.1524,13,3122,984,2251,594,11.7797,489498.92
-115.3974,36.7177,11,1056,328,1461,510,6.0443,328386.0
-119.7434,34.7329,46,456,78,3330,1084,6.9253,320934.86
-118.0987,36.0086,19,5547,1472,321,109,5.9548,359452.07
-121.5262,34.6363,11,216,52,192,69,5.8264,302155.03
-122.4188,33.188,13,558,97,3732,989,8.1262,333293.69
-119.663,38.1724,46,1711,592,1962,518,12.2276,500000.0
-120.7665,38.7812,45,3714,717,3941,1475,5.7456,245425.15
-118.4634,38.3232,1,3539,578,1142,354,8.1017,341714.71
-123.5227,36.8568,40,4908,1320,2344,608,10.2255,450144.02
-114.5561,36.07,44,730,217,3382,862,4.4069,237371.99
-114.4379,40.6153,19,2574,403,837,277,4.5241,242581.38
-117.3184,37.3794,12,2170,611,2176,749,14.0345,500000.0
-118.939,37.0043,8,5310,1362,1731,677,10.9913,497731.75
-121.2047,32.741,8,4727,807,672,172,8.8692,420117.0
-116.162,35.7077,45,4407,813,3891,1702,9.8919,394537.63
-117.4527,36.0738,12,1413,372,3726,1179,0.9248,109452.17
-122.6738,36.2489,48,1381,289,2622,1022,9.4625,404542.95
-115.1907,37.9536,33,2342,791,2869,1122,7.8879,319008.15
-116.0746,37.5159,45,1588,498,987,351,8.4134,328560.79
-114.802,38.2143,26,3458,1199,3742,936,5.7116,315773.92
-117.0428,39.6899,39,610,123,3451,1636,1.6814,89381.61
-118.1658,40.1421,28,1149,395,3310,1048,3.3034,209591.56
-120.1176,39.2504,5,1953,461,1168,539,14.2858,500000.0
-114.9727,41.4819,8,224,49,666,288,6.4261,334837.45
-115.6394,32.6714,25,2206,353,1081,375,7.2669,323203.05
-123.8478,34.3403,27,2280,366,116,38,1.2643,23536.59
-124.0363,32.5711,46,4337,1251,3617,1437,1.0447,99862.89
-120.5354,38.5863,23,4210,1017,240,91,10.8991,500000.0
-116.1945,40.9415,30,3970,775,3487,1604,8.3024,385884.3
-114.4272,34.7887,45,1547,422,2865,1099,7.8762,290588.53
-122.7958,41.2141,47,3904,783,570,145,4.0253,186785.65
-118.3587,33.0665,23,3221,855,1039,267,11.2989,500000.0
-120.4911,41.2837,49,1617,359,1190,446,2.9394,118221.34
-114.6009,35.8053,47,1201,378,2364,752,3.2541,85750.38
-115.8788,33.4534,20,418,131,1684,441,7.1803,326366.48
-115.9167,37.0672,18,4996,1226,2582,1283,4.6511,228477.71
-119.6131,34.9137,18,92,20,3630,1002,4.0882,258168.75
-120.1518,35.1778,2,1957,435,3419,877,9.8559,456052.0
-121.5659,35.3885,4,3540,1101,1237,567,9.9391,477351.37
-123.7362,40.0484,30,2585,557,425,183,12.4555,500000.0
-115.6528,37.5681,33,4223,810,702,179,6.5568,319699.0
-116.171,35.4263,36,2923,488,3389,1102,1.5597,59434.02
-114.3028,38.2371,18,1874,456,598,295,4.4682,197893.01
-114.3336,39.2318,37,1343,331,1147,456,14.7101,500000.0
-118.7457,35.0627,19,4819,1533,3629,1251,9.1457,436706.86
-116.6101,36.3874,47,4846,941,122,36,10.7912,470422.79
-114.8523,33.6457,28,4904,1109,2405,694,0.6067,99373.14
-115.8035,34.2028,40,3436,1071,248,62,8.014,382915.86
-121.8265,38.9025,20,3022,951,3251,1263,1.0442,156604.84
-119.7946,34.2055,49,3972,901,1831,595,8.7538,400403.99
-123.0084,37.4365,33,5047,1220,3945,1286,13.8512,500000.0
-114.7595,39.165,12,1042,220,621,221,14.5421,500000.0
-118.2383,33.5046,51,5337,1796,840,359,8.338,402931.97
-122.0136,37.8327,15,2436,423,1688,427,7.144,370309.77
-117.583,34.9117,41,2290,771,1881,507,14.2027,500000.0
-118.1187,41.5515,39,1526,438,1905,636,10.2673,456433.2
-120.7184,37.0453,2,3457,886,1560,487,1.441,97007.35
-123.1644,40.0763,29,439,69,3974,1619,7.253,310816.04
-117.5843,37.6721,41,1049,257,1224,396,3.9836,219464.19
-119.0969,32.9081,10,4670,1081,3790,1118,7.3122,383225.46
-116.5768,38.4516,2,1905,347,3327,1098,7.1043,322352.43
-119.0984,41.4432,51,5652,1590,228,57,8.9411,405668.74
-115.7782,38.1552,11,708,244,2294,712,5.6732,258885.55
-118.7809,40.2004,13,2813,738,784,286,2.8819,259592.09
-118.6906,40.8115,10,3713,1088,2186,617,7.8039,384071.74
-115.5335,34.6439,14,5036,824,848,362,12.5379,500000.0
-120.2652,34.4932,18,1531,358,3555,1284,10.1282,493448.01
-122.9598,38.2432,51,3781,655,837,311,5.4063,300380.84
-124.0122,36.3637,9,501,137,2845,993,14.0651,500000.0
-116.7486,40.3947,39,2525,853,3304,927,13.727,500000.0
-118.0969,40.9602,28,3272,924,258,87,3.5356,215015.45
-117.2592,35.8222,3,1587,262,542,151,1.0716,88803.45
-122.1704,34.7266,20,3143,694,3251,1031,11.249,499596.5
-122.9363,39.8369,6,932,242,2762,1029,12.5003,500000.0
-124.1546,35.0832,27,4458,1028,3134,866,14.534,500000.0
-120.7941,40.2326,2,4118,1304,1707,689,13.4026,500000.0
-118.4008,36.4831,29,4985,1560,2968,1212,9.2078,428758.63
-120.3776,38.775,38,2616,713,781,260,8.1858,400654.66
-119.9253,33.398,3,3327,748,1179,468,0.9037,121578.5
-115.2584,38.3643,16,424,85,3496,1732,4.0765,174220.35
-120.8174,36.7466,30,4596,787,1655,502,7.1644,293040.7
-119.1601,38.0141,40,3747,828,3828,1267,9.6133,396167.11
-116.4635,34.0793,2,3112,724,2795,967,8.5802,394966.81
-120.3346,39.4266,17,4740,1352,3220,819,11.2682,500000.0
-118.0791,40.6103,41,3300,929,643,205,4.5566,208814.99
-115.6764,34.5374,12,5379,882,3708,995,8.6918,439658.95
-114.8048,33.3997,35,4645,1064,2983,1309,1.7781,111018.44
-122.8293,32.7222,43,4609,859,2949,940,6.4982,319181.72
-115.0341,38.5345,1,162,29,1265,339,11.3773,500000.0
-119.3788,38.2067,45,5181,1634,374,118,10.5543,500000.0
-121.7176,37.639,15,3247,514,1028,299,14.8643,500000.0
-119.7086,34.6803,26,2428,568,1799,656,4.5294,296568.57
-114.4997,36.1745,37,1974,363,1900,870,7.7237,332487.5
-119.3738,38.0881,21,189,62,3053,1047,5.2782,211371.29
-121.0125,37.1696,49,1474,385,1540,552,6.8887,301910.55
-117.966,41.7852,31,2999,589,943,253,12.9258,500000.0
-121.8985,33.7825,25,3218,806,1440,579,10.421,497286.16
-123.5414,39.0344,23,566,168,3439,874,13.2954,500000.0
-123.0112,36.3006,24,2666,911,193,49,3.4509,213221.61
-123.0195,36.5251,38,937,182,433,174,13.1637,500000.0
-122.781,39.2454,28,3154,1032,2313,858,1.3666,116215.33
-122.9117,39.0089,21,5487,1848,3482,918,13.3847,500000.0
-117.8913,41.8178,43,99,33,2421,616,5.2716,294131.0
-122.4812,33.7069,18,4001,1109,3136,1086,5.0615,260204.37
-120.8433,33.4786,36,3610,996,266,101,7.9253,355713.7
-115.3321,39.3088,35,68,16,1565,513,14.14,500000.0
-119.5604,37.9368,45,4871,1464,3048,903,1.1928,103767.43
-117.6244,35.0771,9,1523,390,3668,1440,5.6073,286195.56
-122.5768,33.2465,38,4111,1174,2280,657,12.9203,500000.0
-122.3771,33.3052,30,2656,626,2367,1125,6.2428,311586.91
-123.8913,40.9054,44,501,148,3042,1450,3.3878,173012.39
-122.6106,34.3036,34,5310,1672,1540,555,6.6595,356333.37
-121.5141,35.5397,32,5253,942,2967,1096,6.0905,340256.04
-122.5299,34.6306,3,3815,1208,1685,640,13.7735,500000.0
-123.413,35.837,3,2488,642,3640,1221,11.548,491769.05
-123.0936,33.1526,28,4360,1391,3663,1387,7.8242,345849.35
-119.6922,37.3792,44,1599,378,2564,1075,14.8314,500000.0
-122.2367,33.1356,15,3524,796,2402,917,7.2465,354944.68
-120.6573,40.0234,41,177,59,1217,308,1.3444,136545.61
-119.2658,34.6969,23,5991,1200,160,57,4.303,255533.14
-117.3961,37.5761,40,4905,1564,1063,368,6.823,350057.07
-123.9069,40.7727,11,5961,1471,281,89,2.7751,213470.71
-116.3059,38.6182,48,2811,711,1764,445,14.2397,500000.0
-118.021,37.5098,32,4506,954,3705,1492,11.6193,500000.0
-123.4824,35.5487,36,4714,1247,3843,1143,4.3902,194068.03
-115.5642,35.6302,33,1465,315,1805,526,9.0667,394945.63
-115.0913,38.7932,24,5743,907,3713,1155,10.961,500000.0
-123.6892,41.8449,39,5838,1193,3621,1663,14.1485,500000.0
-121.5312,38.7213,34,251,38,2692,803,13.2837,500000.0
-116.238,37.7432,28,2419,836,1627,764,7.9703,321955.93
-116.8174,39.3681,37,567,195,1346,422,11.7325,500000.0
-122.4548,36.8729,7,5494,1258,3824,1099,8.6511,400080.88
-122.2065,33.0653,4,5581,1650,2270,937,8.5142,385659.48
-120.5953,37.7856,37,1391,305,1022,277,2.1638,81946.32
-119.4548,41.5017,1,4826,1372,1080,524,2.329,149409.39
-118.1175,34.1478,1,2038,634,3276,888,8.1782,329589.65
-120.6109,38.986,47,3595,1220,3643,1247,4.3985,203963.03
-119.6747,34.3888,20,5637,1297,2643,1085,0.805,133369.61
-116.8253,37.5368,19,4570,1401,2645,1166,10.9812,496936.65
-123.9332,33.4088,29,3852,783,567,145,0.9711,58278.44
-121.7756,36.7335,10,5858,2039,963,449,9.1315,446337.9
-117.1665,39.6079,18,3325,516,2312,964,8.3183,394493.87
-115.3479,35.7672,28,3704,1003,2231,828,14.5478,500000.0
-119.1832,38.7502,35,2484,700,2382,735,7.5211,369485.63
-118.9789,39.9772,43,4923,1416,3247,1051,1.4222,119170.94
-123.2283,41.2155,47,5972,1040,1994,886,8.4995,423492.0
-119.8259,34.7056,31,257,87,1512,586,12.6959,500000.0
-118.9738,36.2536,27,5683,1058,1922,776,14.9543,500000.0
-121.8753,33.9327,11,5805,1594,2783,1147,6.74,392893.21
-121.6076,41.8293,49,2683,522,3273,1160,5.1443,195619.63
-120.5272,41.2138,49,4167,881,2428,712,13.6465,500000.0
-124.0993,37.5756,38,203,53,3659,1503,3.273,159611.26
-121.0792,40.4151,5,3416,797,3504,1282,9.4237,432783.32
-122.1855,37.397,8,4364,794,3236,1163,6.3829,306549.12
-121.025,38.3617,34,4814,887,2991,757,1.0957,105508.22
-123.1024,33.3378,48,1568,366,3603,922,5.5357,253962.12
-115.3947,39.5995,12,2650,799,1357,377,4.3458,218640.93
-118.3641,33.7005,38,5095,1679,948,382,10.4483,453327.27
-117.509,40.265,1,2245,375,1148,537,14.2575,500000.0
-116.4083,39.8511,31,4548,1040,1239,470,4.3867,210993.89
-119.3156,39.1622,4,4741,806,1262,498,12.2663,500000.0
-123.4308,32.8399,49,3604,553,2175,722,1.3027,100164.93
-118.9289,35.3494,45,2464,696,3044,856,8.3028,430824.58
-118.4316,34.9733,50,5583,1510,3723,1002,1.523,95356.31
-116.8456,35.8853,5,2899,529,737,200,14.0435,500000.0
-119.9834,33.3238,30,5303,1043,2118,779,11.6121,500000.0
-123.0242,41.3074,24,1792,277,615,182,10.0403,453172.34
-121.4622,37.7057,3,1356,430,1257,479,12.4465,500000.0
-120.6692,35.3719,11,3899,1345,1944,916,9.889,481405.36
-117.8408,36.2316,45,4218,747,3343,982,14.5497,500000.0
-118.5922,36.7037,4,4626,908,876,434,10.8524,500000.0
-120.739,38.1456,26,4705,1523,1401,497,13.9075,500000.0
-114.4348,37.3474,27,4890,1640,2276,856,7.9984,442480.21
-118.2423,41.1423,46,5612,1313,1861,549,2.1974,132312.94
-121.9277,37.1715,43,4245,680,3233,915,8.1586,379349.22
-123.2822,41.8263,27,5228,825,3857,1479,2.3397,195102.81
-122.7714,40.5034,42,2605,690,3847,1062,9.0912,422665.75
-121.8404,34.46,51,2355,538,1132,437,7.4961,268893.6
-122.6932,41.2476,50,4558,710,1400,484,9.5273,429051.07
-122.4343,33.5938,6,1138,303,3002,869,0.6457,104376.94
-121.449,40.184,15,2692,410,1694,500,3.3252,148663.89
-122.5663,36.0779,30,1227,377,2766,696,7.6243,368627.78
-115.3323,40.753,42,4966,1049,240,98,14.2823,500000.0
-123.4977,40.6597,37,4807,760,1273,383,6.0623,333544.61
-119.0549,40.0757,37,3044,815,1385,430,6.6534,292098.06
-120.196,39.9263,42,609,140,757,198,10.8631,496445.8
-114.4762,35.364,37,3014,1039,3156,1365,9.255,421558.25
-123.1796,33.2606,35,1321,342,428,122,4.8344,285462.51
-120.3214,36.288,23,1863,382,436,139,6.4568,389668.5
-114.6053,34.1311,6,2965,865,3879,1522,3.6566,254238.91
-115.6449,39.0325,4,659,135,2334,791,14.5073,500000.0
-116.1293,35.7533,18,2511,831,665,249,2.3942,218953.12
-121.721,41.6707,9,4170,938,1592,504,5.8916,320118.34
-122.5911,38.5251,49,333,87,2380,630,0.8747,34914.63
-117.6136,40.2313,29,5618,900,2098,668,3.7158,211043.8
-115.0062,33.7457,13,2978,700,1804,553,11.8168,500000.0
-118.7324,40.6029,47,4446,1407,513,169,3.417,210188.62
-118.5839,41.1739,17,1141,355,3351,1594,1.6609,79883.05
-121.5002,37.0784,45,5176,1009,1016,412,7.3796,315758.03
-116.6051,38.1988,32,866,169,221,74,0.6446,53874.7
-122.4296,39.6892,48,132,41,3208,1224,1.7291,111860.31
-121.0632,34.1435,22,1970,662,3674,1554,12.2106,500000.0
-120.0456,37.2241,4,3541,599,1196,398,11.6864,500000.0
-119.2239,36.2474,5,3194,767,892,337,13.7695,500000.0
-121.8759,33.8759,37,2143,466,1371,545,12.8905,500000.0
-123.1516,35.9548,41,4763,1544,1958,669,10.406,437393.26
-118.1938,33.1408,49,225,38,739,326,1.2588,116047.22
-121.4137,32.7426,13,5335,1026,2672,693,11.8513,500000.0
-118.4876,33.7706,34,2754,828,1557,417,12.7599,500000.0
-122.7564,41.5533,45,4987,799,2262,662,12.0867,500000.0
-119.4886,37.6656,22,419,104,2074,937,7.8729,351731.37
-118.9741,41.5787,23,1868,445,1772,499,3.8771,204575.28
-123.7818,36.5655,51,2151,467,432,119,12.7573,500000.0
-120.934,35.4311,3,4835,1107,2306,652,11.0439,500000.0
-122.9559,37.2577,42,3540,906,3860,1733,14.721,500000.0
-123.6663,36.6314,34,1829,333,3553,1081,2.7575,113539.98
-114.4004,33.4932,32,1414,374,1462,399,3.7721,172237.65
-121.0765,38.5238,45,5578,1735,1633,518,3.5711,175261.64
-116.2013,34.5308,51,4512,1363,2321,705,11.9918,500000.0
-121.7536,38.3241,49,3392,613,2100,720,3.2102,166802.21
-117.485,38.6119,21,4789,861,421,138,1.4666,145278.44
-116.6977,33.929,46,3726,759,1760,851,14.9791,500000.0
-118.3436,33.0767,44,2476,550,1519,463,0.8598,83858.5
-119.5842,39.8392,21,122,28,660,305,12.611,500000.0
-120.1816,36.8221,44,3012,861,165,57,5.7978,282334.12
-120.8113,33.0467,11,5417,874,3391,1312,12.7034,500000.0
-115.0047,41.8517,39,909,143,496,160,8.542,373055.3
-115.9938,33.0431,4,3906,892,1441,636,13.5737,500000.0
-114.6497,39.0333,51,4188,1212,3374,997,13.9298,500000.0
-123.057,41.7466,1,2474,467,1390,387,0.6319,108332.93
-116.9913,34.7483,28,1114,310,464,199,1.5935,112149.73
-114.9166,33.8371,24,2267,458,3216,1456,4.1302,233280.47
-122.4877,33.641,35,4067,1331,1858,811,10.2051,428008.01
-123.635,35.3508,13,2309,760,2989,796,13.3799,500000.0
-116.8888,33.4498,47,5662,1186,1097,359,7.1692,319638.26
-118.5553,39.0063,34,3801,745,3749,1278,9.3011,439348.31
-115.8817,33.0855,11,2136,496,2760,1247,3.2332,162717.22
-122.9023,37.2886,36,418,83,1923,583,12.172,500000.0
-116.3473,41.869,51,2854,812,1123,301,14.5263,500000.0
-122.2837,40.1513,17,200,63,3623,991,4.3947,183090.63
-122.6634,38.2831,35,1184,337,767,236,7.675,356066.21
-122.6573,35.3788,18,5649,1779,3619,1683,1.7487,113127.62
-116.1543,38.3646,40,5605,1286,1408,633,8.6075,434238.22
-117.648,37.4542,22,5216,945,3200,1525,7.7904,348079.33
-119.0693,36.5052,24,5169,1538,1655,658,2.5943,181214.64
-120.7117,33.7287,19,5744,1276,3148,1386,6.91,322763.73
-115.528,40.8341,37,2834,806,2368,940,5.3445,271014.09
-120.3755,36.728,39,5535,1130,611,221,8.0665,334791.38
-116.134,34.3295,21,4214,701,2901,747,8.992,406654.51
-119.9087,35.9569,8,2396,835,2344,728,0.6232,57521.6
-120.5306,36.3928,28,5089,922,3897,1062,11.5346,500000.0
-119.6732,40.2789,5,4947,1720,3712,1085,10.8387,500000.0
-121.2862,39.396,17,2300,795,436,196,5.8112,248470.72
-116.8239,39.7315,37,110,34,751,216,1.2676,76658.58
-119.2728,32.6037,36,5091,1435,2656,1041,11.4465,492145.46
-121.9779,36.4118,19,3060,813,1022,312,14.35,500000.0
-115.3043,37.0246,27,3951,1277,1434,535,3.9822,253688.72
-120.4611,32.6804,34,1387,288,3987,998,5.1911,204329.65
-118.8645,34.9422,11,1234,301,1033,409,3.1653,202083.09
-115.2353,39.6467,45,4476,1226,1561,610,8.8656,379805.12
-118.0576,33.7888,47,1601,372,401,104,2.7452,136725.5
-123.131,37.5319,12,4483,1056,1774,866,5.6648,293974.63
-114.9017,34.5229,21,1679,363,2001,590,10.6067,500000.0
-118.0229,32.6139,11,1377,362,1329,385,8.6217,366137.51
-120.9509,34.7673,39,1576,505,3343,910,6.1037,307570.49
-122.9073,41.6732,28,1723,328,1957,496,6.5936,273213.87
-116.3597,40.0344,5,1411,475,802,203,8.6506,363361.19
-118.0993,41.52,17,1623,467,2878,1351,0.585,73868.9
-118.9654,37.0858,20,2736,861,1074,295,1.6384,119867.88
-115.3611,33.5315,41,4420,1155,595,181,13.2782,497758.45
-116.414,37.6508,46,5333,1631,1519,461,1.6292,153620.89
-122.7833,36.7711,12,2416,370,128,57,10.7487,421854.58
-121.1828,40.437,6,3807,1194,1309,397,13.8406,500000.0
-121.8151,33.422,17,2484,393,2431,613,4.4249,270744.46
-116.8605,37.0895,51,2043,670,938,245,5.8721,335874.52
-123.9647,33.9105,19,919,320,3470,1206,8.7494,384179.5
-118.6011,35.552,26,1064,222,3219,1548,13.2848,500000.0
-116.6754,39.4312,48,1961,377,1155,424,14.1576,500000.0
-115.5323,36.9746,44,652,198,2599,712,11.2237,500000.0
-120.8792,36.0333,44,3871,777,2040,599,1.756,102925.23
-116.0874,36.2081,32,5945,1921,1550,531,10.2027,453360.88
-123.1937,36.8188,6,740,126,3825,1813,6.4494,287154.24
-115.8355,39.8792,36,543,95,2862,1003,7.3252,317385.4
-123.0251,40.8856,38,539,186,970,330,1.2127,91685.04
-120.3271,41.4801,11,2606,742,599,155,3.2704,171365.56
-116.327,39.8969,33,4535,1448,2111,643,11.9624,500000.0
-122.8008,35.4648,24,344,74,441,168,7.0824,342254.37
-122.0075,38.9685,23,5538,1580,3468,1137,4.8741,216681.58
-117.0775,36.6135,15,4077,1096,2407,1129,6.0683,294338.93
-117.0996,34.8939,27,2893,783,2483,629,12.8888,500000.0
-117.8885,40.4042,11,2962,849,3330,1224,11.3605,500000.0
-117.3605,32.8612,51,1767,468,1430,484,4.4486,153096.84
-118.8728,40.9766,50,2646,624,1023,377,2.2038,153082.3
-121.782,36.8379,17,4794,984,3722,1106,4.154,192190.88
-120.843,38.4897,51,1923,584,3689,1110,13.851,500000.0
-122.484,38.6979,14,4713,920,3215,937,8.933,412976.6
-115.2155,40.9141,27,3308,954,3214,1267,8.2355,433793.22
-118.4661,38.4847,18,2867,564,389,148,9.1477,442578.77
-120.2915,38.271,28,494,136,2694,1197,5.8074,213096.58
-119.6799,33.1265,51,3691,1105,3566,1077,12.2031,490785.24
-114.8272,37.373,47,4508,873,806,388,8.0877,360679.99
-122.7665,33.9116,47,5357,868,1095,343,2.1928,208147.59
-118.4377,39.4319,4,791,139,2388,639,2.3714,118642.38
-119.2411,37.3149,7,2091,567,3606,954,8.2845,360408.44
-118.1855,38.8941,45,729,233,3905,1347,14.0803,500000.0
-124.1189,32.8917,35,2517,400,2403,823,4.9711,249776.22
-115.5788,33.297,48,3747,1112,2731,1268,13.1083,500000.0
-114.9788,39.2334,9,5788,1263,3249,972,11.5794,500000.0
-118.6487,33.1776,8,5718,1405,2722,747,4.0933,235272.92
-117.3335,33.1698,45,1408,473,988,397,1.0269,115084.96
-115.075,32.6138,17,112,24,3394,1194,1.9768,116786.77
-117.2276,41.4911,17,2609,634,897,244,11.0632,500000.0
-122.7746,39.4326,49,5308,811,491,131,3.3952,199466.02
-118.5371,35.8206,33,3819,635,2600,1046,5.8834,256742.13
-118.2328,35.2874,32,5374,1084,179,58,7.7746,371364.48
-120.0587,35.7872,8,4401,685,3253,1364,11.0193,500000.0
-116.9356,39.7817,19,184,51,646,293,2.1419,147178.49
-114.9563,38.7169,38,3694,869,2008,525,6.3923,303954.41
-115.0443,34.2408,3,5020,1303,1555,427,7.5336,318192.57
-119.7916,34.1366,5,4967,919,911,259,8.342,352135.26
-123.1676,33.4249,13,2185,457,3511,1674,12.3662,500000.0
-114.4516,38.7068,47,3328,941,2690,729,2.9893,147398.73
-115.911,39.6851,46,872,299,1048,364,12.2136,500000.0
-123.0534,34.9914,31,3124,500,2422,902,10.5467,427725.66
-115.0916,32.6969,16,5119,1679,3190,1031,8.5601,440674.38
-115.601,33.2724,50,3031,804,3781,1732,10.6432,427969.93
-119.1116,41.5979,32,5923,1556,2545,724,6.4743,281470.23
-118.3872,35.2772,22,170,43,1601,506,2.5068,142769.07
-120.31,39.7307,29,1687,276,2916,1229,10.1536,479296.15
-123.7524,38.3718,22,5510,926,1690,711,8.1077,452503.64
-120.948,36.0902,43,5153,1392,3286,1387,9.7709,462577.35
-116.2715,34.4335,3,974,213,1561,738,5.401,316804.89
-124.2537,33.641,10,694,231,1786,562,13.6496,500000.0
-120.965,38.2811,42,2082,482,2806,762,9.0169,464878.18
-120.3183,39.7816,21,2811,502,1499,737,1.7383,67242.47
-118.926,38.5527,16,2118,620,3818,1820,7.0222,318362.82
-115.1014,37.4848,12,291,61,1907,606,11.4672,500000.0
-120.8365,32.8943,2,2718,693,314,86,12.015,495033.49
-120.8305,41.6038,41,5765,1669,3996,1506,7.6717,337381.5
-116.925,40.0079,24,852,281,2709,1004,13.4738,500000.0
-119.7778,35.2525,35,5109,1576,3463,1085,4.3812,223986.37
-122.054,41.7117,30,4214,1202,2929,1149,6.4537,356865.49
-119.7756,38.1577,30,5298,1515,3847,1874,13.5297,500000.0
-122.8914,37.9748,47,245,83,3399,979,13.4957,500000.0
-122.5361,39.5319,35,2237,468,2771,852,10.4428,374867.27
-119.3163,40.1306,19,3565,536,1512,478,12.9552,500000.0
-120.1107,38.6709,50,2380,486,206,59,1.7872,132088.46
-115.1515,33.7041,8,2409,466,1495,446,13.0424,500000.0
-120.6761,35.6797,26,4891,1381,2348,974,5.149,265405.83
-118.4941,41.224,49,3656,1012,2975,1100,3.0858,173002.25
-117.9774,34.6114,40,5834,1568,1682,747,3.9709,246944.05
-124.1691,35.9984,7,326,50,2627,1163,6.5605,288806.95
-117.6646,36.5615,30,110,33,2424,723,4.1423,174981.19
-122.5196,36.6304,7,3440,739,3058,823,5.1482,255933.08
-114.6893,38.2616,3,1963,556,944,240,2.4572,195136.11
-122.8134,41.3649,1,3977,1039,2194,674,4.7946,292484.36
-120.1538,34.7625,36,5918,1293,562,237,8.7981,412873.64
-123.4465,33.6421,25,5480,969,265,120,6.9069,371769.3
